Regulator	Molecule Type	Target genes	count	z-score	Direction
IL4	cytokine	ABCA2, ABLIM1, ACOT9, ACOX1, ACP2, ACP5, ACSL1, ACTA2, ADAM19, ADGRE1, ADRM1, AHR, AICDA, ALAS1, ALDH1A2, ALDH2, ALDOC, ALG3, ALOX12, ALOX15, ALOX15B, ALOX5, ALOX5AP, ANKRD55, ANXA2, ANXA6, APH1A, APOE, APOLD1, APRT, ARG1, ARG2, ARMC6, ARNTL2, ARSB, ASCC3, ASS1, ATP2A1, AUH, B4GALNT1, B4GALT7, BAX, BBX, BCAT2, BCL11A, BCL2, BCL2L1, BCL3, BCL6, BDNF, BHLHE40, BIN1, BIRC5, BNIP3, BNIP3L, BOP1, BPGM, BPIFA1, C3, C5AR1, CA2, CALCR, CAPG, CARM1, CASP3, CASP6, CBFB, CBX3, CCDC86, CCL1, CCL11, CCL13, CCL17, CCL18, CCL2, CCL20, CCL22, CCL23, CCL24, CCL25, CCL26, CCL3, CCL3L3, CCL4, CCL5, CCL7, CCL8, CCND2, CCND3, CCNE1, CCR3, CCR4, CCR5, CCR6, CCR7, CCR8, CCR9, CCT3, CD14, CD163, CD163L1, CD1A, CD1B, CD1C, CD2, CD200, CD209, CD276, CD300A, CD33, CD36, CD38, CD3EAP, CD40, CD40LG, CD44, CD5, CD55, CD58, CD6, CD69, CD79A, CD80, CD83, CD86, CD8A, CDK1, CDK6, CDKN1A, CDKN1B, CELF2, CENPB, CHST3, CHST7, CIITA, CISH, CITED2, CLCN3, CLDN5, CLEC10A, CLEC4C, CLEC4G, CLEC7A, CLIP1, CLNS1A, CLUH, CNR2, COBLL1, COL18A1, COL1A1, COL1A2, COL6A2, COL6A3, CPEB3, CPOX, CR2, CRIP1, CRLF2, CSF1, CSF2, CSF2RB, CSF3, CSF3R, CSN2, CST7, CTGF, CTNNA1, CTNS, CTSC, CTSK, CX3CL1, CXCL1, CXCL10, CXCL11, CXCL16, CXCL2, CXCL3, CXCL6, CXCL8, CXCL9, CXCR1, CXCR3, CXCR4, CXCR5, CYP2E1, CYSLTR1, CYSLTR2, CYTH1, DARS2, DCSTAMP, DCT, DCTN1, DDAH1, DDHD1, DDX42, DDX46, DECR1, DEFB103A/DEFB103B, DEFB4A/DEFB4B, DENND4A, DGKA, DHODH, DPP4, DSC1, DSG1, DUOX1, EBNA1BP2, EEA1, EGLN1, EGR2, EIF2S1, EIF3G, EIF4A1, ELAVL4, EOMES, EPHB4, EPHX1, EVI5, EXT1, F13A1, F2R, F2RL1, F2RL2, F3, FAAH, FABP4, FAM126A, FAM162A, FAS, FASLG, FBL, FCER1G, FCER2, FCGR2A, FCGR2B, FCGR3A/FCGR3B, FKBP5, FLRT2, FLT1, FLT3LG, FN1, FNIP2, FOS, FOSB, FOXA2, FOXP3, FPR2, FUT7, GADD45G, GATA3, GATB, GATM, GBE1, GBP2, GBP3, GBP7, GCAT, GFI1, GJA1, GLIPR2, GNA14, GNA15, GP5, GPM6B, GPT, GPX4, GSTT2/GSTT2B, GZMA, HCK, HCLS1, HDAC1, HDDC2, HGF, HIPK2, HK2, HLA-DMA, HLX, HMGCR, HOMER2, HPGD, HRH1, HRSP12, HSD11B1, HSD3B1, HSD3B2, HSH2D, HSPA1A/HSPA1B, HTRA2, ICAM1, ICOS, ICOSLG/LOC102723996, IDE, IDO1, IER2, IER3, IFI16, IFI30, IFIT1B, IFIT3, IFNAR1, IFNAR2, IFNB1, IFNG, IFNGR2, IFNLR1, IGF1, IGF1R, IGFBP4, IL10, IL10RA, IL12A, IL12B, IL12RB1, IL12RB2, IL13, IL13RA1, IL13RA2, IL15, IL15RA, IL16, IL17A, IL17F, IL17RB, IL18, IL18R1, IL18RAP, IL19, IL1A, IL1B, IL1R1, IL1R2, IL1RL1, IL1RL2, IL1RN, IL2, IL24, IL27RA, IL2RA, IL2RB, IL3, IL31, IL33, IL3RA, IL4, IL4R, IL5, IL5RA, IL6, IL6ST, IL7R, IL9, INPP1, IPO8, IRF1, IRF4, IRF7, IRF8, ISG15, ISG20, ITGA1, ITGA2, ITGA4, ITGAE, ITGAL, ITGAV, ITGAX, ITGB1, ITGB2, ITGB3, ITGB7, ITPA, JAK1, JAK2, JAK3, JCHAIN, JUN, JUNB, JUNDCHST3, JUND, KCNAB2, KDM5A, KIF3A, KIT, KITLG, KLF6, KLHDC2, KLK3, KLRB1, KLRD1, KRR1, KRT1, KRT10, LAMP2, LAS1L, LDLRAD3, LEF1, LFNG, LGALS1, LGALS2, LGALS3, LGALS3BP, LGALSL, LIF, LIFR, LIG3, LIG4, LILRB4, LIPG, LMAN2, LPIN2, LRRC32, LRRC8C, LSP1, LTA, LTA4H, LTB, LTC4S, LY75, LYL1, MAF, MAFB, MAL, MAOA, MAP2K1, MAPK1, MAPK3, MAPKAPK3, MARCO, MATK, MCL1, MCM5, MED1, MEFV, MERTK, METAP1, MMP1, MMP10, MMP12, MMP2, MMP28, MMP3, MMP9, MOV10, MPHOSPH9, MRC1, MRE11A, MRPS10, MS4A1, MS4A2, MSH2, MSR1, MTDH, MUC1, MUC2, MVK, MYC, NAB2, NABP1, NAP1L1, NCL, NCOA3, NDRG1, NEDD9, NFATC1, NFATC2, NFIL3, NFKB1, NFKB2, NFKBIA, NKX3-1, NOC2L, NOS2, NR3C1, NRP1FUT7, NRP1, OCSTAMP, OMP, OPRM1, ORC5, OSM, PAWR, PAX5, PDCD1, PDCD1LG2, PDE1B, PDE4B, PDK1, PEX14, PFKL, PFKP, PHB, PIGR, PIM1, PIM2, PIN1, PKIB, PKNOX1, PKP3, PLA2G4C, PLAU, PLCD1, PLD1, PLIN2, PLSCR1, PMCH, PMP22, PMVK, PNP, POLA1, POLE2, POLG, POSTN, POU2AF1, PPARG, PPARGC1A, PPM1G, PPP5C, PPP6C, PRDM1, PREPL, PRF1, PRKAG1, PRKDC, PRMT1, PRNP, PROS1, PRR3, PSMA2, PSMA6, PSMB10, PSMB8, PSME1, PSMG1, PSTPIP1, PTBP2, PTGDR2, PTGS2, PTHLH, PTPN7, PTPRCAP, RAB5A, RAD50, RCC1, RETNLB, RHOA, RIN1, RNF19B, RNF5, RNPS1ABCA2, SMG7, SNX4, SOCS1, SOCS2, SOCS3, SOX13, SPHK1, SPHK2, SPINT2, SPP1, SPRR1A, SQSTM1, SRM, SSSCA1, ST6GAL1, ST7, STAB1, STAT1, STAT2, STAT4, STAT6, STK4, STUB1, SWAP70, SYK, SYMPK, SYNGR2, SYT11, TACR1, TAP2, TAPBP, TBC1D17, TBX21, TCF7, TFAP4, TFEC, TFF3, TGFB1, TGFB3, TGFBI, TGM2, THOP1, THY1, TICAM1, TIMP1, TIMP2, TIMP3, TINAGL1, TLE1, TLR2, TLR4, TM7SF2, TMED5, TMEM131, TMTC1, TNC, TNF, TNFRSF11A, TNFRSF11B, TNFRSF17, TNFRSF4, TNFRSF9, TNFSF11, TNFSF18, TNFSF4, TNFSF8, TNIK, TOP3B, TP53, TPD52L2, TRAF3, TREM2, TSLP, TUBA3E, TXK, TXLNA, UCHL3, UCP1, UQCRC1, USP10, USP17L2 (includes others), USP2, VCAM1, VDR, VEGFA, VIM, VIPR1, VIPR2, VTCN1, VTI1A, XBP1, XCL1, XPO7, XRCC5, XRCC6, ZCCHC18, ZFP36, ZNF195, ZNF230, ZNF415, ZZZ3ABCA2, RNPS1, S100A10, S100A8, S100A9, SAMD4A, SAMSN1, SCGB3A1, SCN9A, SDF2L1, SELE, SELL, SELP, SELPLG, SEMA4A, SEMA4D, SERPINB3, SERPINB4, SERPINB6, SERPINE1, SIRPA, SIRPB1, SKA1, SLAIN1, SLAMF7, SLC23A1, SLC25A25, SLC29A1, SLC2A1, SLC7A2	679.0	8.710333333333333	induced
IL5	cytokine	A2M, ACAA2, ACP5, AICDA, AK3, ALDOA, ALDOC, ANXA2, ANXA6, AOC1, AREG, ASNS, ASS1, ATF4, ATP1B1, ATXN1, BCL2, BCL2L1, BCL3, BCL6, BIRC2, BNIP3, BNIP3L, CA4, CASP4, CCL2, CCL22, CCL3, CCND2, CCND3, CCNE1, CCNH, CCR1, CCR2, CCR3, CCR5, CCR7, CCR9, CCRL2, CD24, CD40, CD40LG, CD55, CD63, CD69, CD79A, CDC123, CDKN1A, CEACAM1, CFHR2, CHMP1A, CHST12, CIITA, CISD1, CISH, CITED2, CKAP4, CLEC2B, CRELD2, CRIP1, CSF2, CSF2RB, CSF3R, CTSC, CX3CR1, CXCL8, CXCR2, CXCR3, CXCR4, CYP1A2, CYSLTR1, DDX21, DNTTIP2, DRC1, DUSP5, DUSP6, EAF2, EBP, EGLN1, EGLN3, EGR1, EGR2, EGR3, EIF4EBP1, ELL2, ENDOG, ENO1, EPOR, EPS8, FAM162A, FAM65B, FAS, FCGR2B, FGL2, FOSL2, GADD45A, GADD45G, GALK1, GBP2, GBP4, GBP7, GCAT, GCLM, GK, GLIPR2, GPAM, GSTT2/GSTT2B, HBEGF, HCAR3, HEPACAM2, HIF1A, HIGD1A, HLX, HMGCR, HMMR, HSP90B1, HSPA5, HSPA6, HSPH1, ICAM1, IDI1, IER2, IER3, IFI30, IFNB1, IFNG, IL13, IL13RA1, IL18BP, IL1R2, IL1RL1, IL2RA, IL2RG, IL3RA, IL4, IL4R, IL5, IL5RA, IL6R, IL9, IRF7, ITGAD, ITGAM, ITGAV, ITGB6, ITGB7, JCHAINCFHR2, JCHAIN, KCNAB2, KIAA1147, KLHDC2, LCP2, LFNG, LIMK2, LMNB1, LMO7, LRRC8C, LTA, LTB, LUM, MANF, MAPK6, MAT2A, MKNK1, MKRN3, MMD, MMP9, MS4A2, MTDH, MYADM, MYC, NABP1, NACA, NDRG1, NDUFV3, NEK2, NFE2, NFIL3, NOS2GADD45A, NOS2, P4HA1, PAX5, PCP4, PDCD2, PDE4B, PDIA6, PDK1, PDLIM1, PFKP, PGM1, PIM1, PKIB, PKM, PMP22, PPIF, PRDM1, PRDX4, PRRC2A, PSAT1, PSMB4, PYCR1, QSOX1, RAB21, RAP1GAP, RASGRP2, RBM3, RBPMS, RHOH, RPN1A2M, RPN1, RRAS2, S100A4, S100A6, SAP30, SCEL, SCRIB, SDF2L1, SEMA4A, SFPQ, SGK1, SKA1, SLAIN1, SLC16A3, SLC1A5, SLC2A1, SLC39A8, SLC7A5, SLFNL1, SNAP23, SNTB1, SOCS1, SOCS2, SPCS2, SRI, ST7, STK39, SUPT6H	237.0	10.316333333333334	induced
IL6	cytokine	A2M, ABCA1, ABCB11, ABCC1, ABCC2, ABCC3, ABCC5, ABCG2, ACKR2, ACOX1, ACVR1, ACVR2A, ACVRL1, ADAMTS1, ADAMTS13, ADAMTS4, ADAMTS5, ADGRB1, ADGRE1, ADGRE5, ADRBK1, AFP, AGT, AHNAK, AHR, AKT1, ALAS1, ALB, ANG, ANPEP, ANXA1, APCS, APOA1, APOB, APOE, APP, AQP4, ARG1, ARL4C, ARL6, ATF3, ATP2A2, AVP, AXIN1, BAK1, BATF, BAX, BBC3, BCL2, BCL2L1, BCL2L11, BCL3, BCL6, BDNF, BGN, BIRC5, BMI1, BMP2, BMP6, BST2, BTG2, BUB1, BUB1B, BUB3, C3, C5AR1, CALCA, CALCR, CAPRIN1, CASP1, CASP3, CASP7, CCK, CCL11, CCL2, CCL20, CCL24, CCL3L3, CCL4, CCL5, CCL7, CCNA1, CCNA2, CCNB1, CCNB2, CCND1, CCNE1, CCR1, CCR2, CCR3, CCR4, CCR5, CCR6, CCR7, CD14, CD163, CD163L1, CD209, CD36, CD40, CD44, CD46, CD48, CD53, CD68, CD74, CD79A, CD80, CD82, CD83, CD86, CDC20, CDC25C, CDC45, CDC6, CDH1, CDK1, CDK2, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDKN2D, CDKN3, CDX2, CEACAM1, CEBPA, CEBPB, CEBPD, CENPA, CENPE, CES1, CES2, CFLAR, CHAT, CHEK1, CHRNB4, CIB2, CIITA, CISH, CLDN2, CLEC4E, CLU, COL1A1, COL3A1, COX4I1, CP, CPB2, CRH, CRLF1, CRP, CSF1, CSF2, CSF2RB, CSF3R, CSH1/CSH2, CST3, CTGF, CTNNB1, CTR9, CTSC, CTSK, CUL4A, CX3CR1, CXCL1, CXCL10, CXCL13, CXCL2, CXCL3, CXCL5, CXCL6, CXCL8, CXCR3, CXCR4, CYBB, CYP19A1, CYP1A1, CYP1A2, CYP1B1, CYP2B6, CYP2C8, CYP2C9, CYP2E1, CYP3A4, CYP3A5, CYTIP, DCN, DEFB4A/DEFB4B, DHFR, DIO1, DLX5, DNMT1, DPP3, DUSP1, DUSP16, DUSP6, DVL1, E2F1, E2F2, E2F4, EGFR, EGR1, EGR2, ELANE, ENO2, ENPP2, EOMES, EPO, ERBB2IP, ESR2, ETS2, EXO1, EZH2, F12, F3, FAS, FASLG, FCER2, FCGR1A, FCGRT, FFAR2, FGA, FGB, FGF23, FGG, FGL1, FLI1, FN1, FOS, FOXM1, FOXP3, FPR2, FSCN1, G6PC, GADD45A, GADD45B, GADD45G, GAL, GALE, GATA1, GBP2, GBP3, GCG, GFAP, GHRH, GINS1, GLI1, GLRX, GP1BA, GP5, GREM1, GRIN1, GSTA1, GSTA4, HAMP, HFE, HFE2, HGF, HIF1A, HLA-A, HLA-DMA, HLA-DQA1, HLA-DRB5, HMOX1, HOMER3, HP, HPGD, HPX, HRK, HSPA5, ICAM1, ICAM3, ICOS, ICOSLG/LOC102723996, ID1, ID2, IDO1, IFI16, IFIT1, IFIT1B, IFIT2, IFITM3, IFNB1, IFNG, IGF1, IGF2, IGFBP1, IGFBP3, IGFBP4, IGFBP5, IGFBP6, IK, IKBKE, IL10, IL11, IL12A, IL12B, IL13, IL15, IL17A, IL17C, IL17D, IL17F, IL17RC, IL1R1, IL1RL1, IL1RN, IL2, IL20, IL21, IL22, IL23A, IL23R, IL4, IL4R, IL5, IL6, IL6R, IL6ST, IL7, IL7R, IL9, IRF1, IRF4, IRF9, IRS1, ITGAM, ITGAV, ITGB1, ITGB3, ITGB5, ITLN1, ITPR1, JAK1, JAK2, JCHAIN, JUN, JUNB, JUNDCES1, JUND, KCTD13, KDR, KIAA0101, KIF11, KIF22, KIF2C, KIFC1, KISS1, KIT, KLK3, KLRB1, KLRD1, KRT14, KRT18, KRT8, LAG3, LARGE, LBP, LCAT, LCN2, LDLR, LEFTY2, LEP, LGALS1, LHCGR, LIF, LIFR, LIG1, LIN28A, LPL, LRG1, LRP6, LTF, LY86, LYZ, MAD2L1, MAF, MAP2, MAP2K1, MARCH7, MCL1, MCM3, MERTK, MET, MIA2, MKI67, MMP1, MMP10, MMP12, MMP13, MMP2, MMP3, MMP7, MMP8, MMP9, MPO, MRAS, MRVI1, MSR1, MTOR, MTTP, MUC1, MYB, MYBL2, MYC, MYD88, NAMPT, NCF2, NEU3, NFKB1, NFKBIA, NGF, NOS2, NOS3, NOTCH1, NPHP1, NPY, NR1H4, NR1I2, NR3C1, NRAS, NUCB2A2M, SLC39A14, SLC40A1, SMAD7, SMOX, SNAI1, SNX10, SOCS1, SOCS2, SOCS3, SOCS5, SOD2, SP110, SP7, SPC25, SPI1, SPP1, SRA1, SRC, SST, STAP2, STAT1, STAT3, STAT4, STOM, STS, SV2B, SYP, TAC1, TAF9, TAL1, TAP1, TBC1D9, TBXAS1, TERT, TF, TFR2, TFRC, TGFB1, TGM2, TH, THBS1, THPO, THRSP, TIMP1, TK1, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TMEM8B, TNF, TNFRSF10B, TNFRSF11A, TNFRSF11B, TNFRSF17, TNFRSF1A, TNFRSF1B, TNFRSF25, TNFSF10, TNFSF11, TOP2A, TP53, TRAF3, TRAF6, TRAF7, TRAIP, TTK, TTR, TWIST1, TYK2, UBE2C, UBR2, USP17L2 (includes others), VASP, VCAM1, VEGFA, VIM, VIP, VLDLR, VTCN1, WARS, WASF3, WEE1, WHSC1, WNT5A, XBP1, XIAP, XPNPEP2, XRCC5, ZW10A2M, PHB, PIM1, PLA2G2A, PLA2G2D, PLAT, PLAU, PLG, PLK4, POLD1, POMC, PON1, POU2F1, POU5F1, PPARG, PPBP, PPP1R15A, PPRC1, PRF1, PRNP, PROK2, PROM1, PRPH, PRTN3, PSMB10, PSMB8, PSMB9, PSME1, PSME2, PTGER4, PTGES, PTGFR, PTGS2, PTP4A3, PTPRC, PTTG1, RAB27A, RAG1, RASA1, RB1, REG1A, RNASE6, ROR1, RORA, RORC, RRM2, RUNX2, S100A7, S100A9, SAA1, SAA2, SAA4, SBNO2, SC5D, SCGB2A2, SCN9A, SCNN1A, SEMA4A, SENP2, SERPINA1, SERPINA3, SERPINA7, SERPINE1, SFTPB, SGK1, SH3GLB1, SHH, SLC10A1, SLC12A2, SLC14A1, SLC14A2, SLC2A2, SLC2A4, SLC5A2, SLC7A7	592.0	8.2405	induced
IL6R	transmembrane receptor	A2M, ABCC1, ABCC3, CCK, CCL2, CCL3, CCL5, CCL7, CD36, CDKN1A, CHAT, COL1A1, COL1A2, CXCL10, CXCL2, CXCL3, CXCL5, CXCL6, CXCL8, EPO, FN1, GAL, GREM1, HP, HUWE1, ICAM1, ICAM3, IGF1, IGF2, IGFBP1, IGFBP5, IL10, IL1B, IL21, IL6, IL6R, IL6ST, IRF1CHAT, IRF1, MCL1, MMP13, MMP2, MMP3, MMP9, NAMPT, NPYA2M, SOCS3, SST, TAC1, TGFB1, TH, TIMP1, TNF, TNFRSF11A, TNFRSF11B, TNFSF11, TRH, VCAM1, VEGFA	59.0	5.2075	induced
IL7	cytokine	AHR, BAX, BCL2, BCL2L1, BCL2L11, BLNK, BTLA, CASP3, CBLB, CCL2, CCL3, CCL4, CCND2, CCND3, CCR9, CD19, CD2, CD247, CD274, CD3D, CD3G, CD69, CD86, CD8A, CD8B, CDK6, CDKN1A, CDKN1B, CEACAM1, CISH, COL1A1, CSF1, CSF2, CTSK, CXCL1, CXCL3, CXCR4, DARS2, DNTT, DPP4, DUSP5, EBF1, FAS, FLT3LG, FN1, FOXO1, FOXP3, GARS, GATA3, GFI1, GSR, HAVCR2, HCST, ICOS, IFNG, IL13, IL17A, IL17F, IL18R1, IL18RAP, IL2, IL21, IL22, IL24, IL2RA, IL4, IL5, IL6, IL7, IL7R, ITGB7, JAK3CISH, JAK3, KLF2, KLRC4-KLRK1/KLRK1, KLRG1, LAMP1, LEF1, LIF, LTA, LTB, LYN, MAF, MAPKAPK3, MCL1, MLLT3, MMP13, MMP9, MX1, MYC, NTN1	91.0	5.5325	induced
INHBA	growth factor	ACTA2, ACTN1, ACVR1, ACVR1B, ACVR2A, ACVR2B, ADRB2, AGO1, AKR1C3, AMMECR1, AMT, ANKRD1, ARFGEF1, ARIH2, ATXN7L1, BAMBI, BAX, BCL2, BCL2L1, BMP2, CALB1, CCL17, CCL2, CCND2, CCR2, CD24, CDC25A, CDH1, CDK4, CDKN1A, CDKN2B, CGA, CHD7, CHMP4B, CLASP2, COIL, COX6A1, CPNE8, CTGF, CXCL8, CXCR4, CYP11A1, CYP11B1, CYP17A1, CYP19A1, DACH1, DTNA, ECSCR, EDAR, EFNB2, EGLN3, EIF4G2, ERBB4, EREG, ESR1, ETS2, F13A1, FAM46B, FIGN, FN1, FOLR2, FOXA2, FRS2, FSHB, FSHR, FST, FSTL3, FURIN, GATA1, GDF3, GNRHR, GRIA3, GRSF1, GULP1, HIC2, HLA-G, HMGB1, HNF1A, HSD3B2, IFNG, IGF1, IL10, IL12A, IL6, ILF3, INHA, INHBA, INHBB, IRF1, IRX1, JUNBCGA, JUNB, KCMF1, KLF13, KLF4, KRAS, LEFTY1, LEFTY2, LHB, LHCGR, LHX1, LOX, MAD1L1, MAF, MAFB, MCL1, MGP, MIXL1, MMP2, MPPED2, MYCL, MYT1, NANOG, NAV3, NKX2-1, NODAL, NR4A2, NR5A1, NRG1, NRKACTA2, PGM2L1, POGZ, POMC, POU5F1, PPY, PRDM1, PRL, PRLR, PRPF38B, PSMD9, PTBP2, PTEN, RGS16, S100A8, S100A9, SERPINB2, SERPINB5, SERPINE1, SFTPC, SLC1A2, SLC2A2, SLC5A8, SMAD6, SMAD7, SMARCD1, SOCS1, SOX17, SOX2, SOX4, SP1, STAR, STRBP	152.0	4.0615000000000006	induced
INS	other	ACACA, ACADL, ACADM, ACADVL, ACLY, ADAM10, ADCYAP1R1, ADIPOR1, AGPAT6, ALDH3A2, ANO1, APOA1, AQP3, AQP9, ASPH, ATP5A1, AVP, BCL2L1, CAT, CBS/LOC102724560, CCND1, CD36, CDKN1A, CEBPB, CIDEA, CIDEC, COX4I1, CPT1A, CRP, CSHL1, CTGF, CUL5, PLIN2, PPARG, PPARGC1A, PPM1B, PTGS1, RASL12, SCD, SDHC, SELP, SERPINB5, SLC2A1, SLC2A2, SLC2A4, SMPD1, SMPD2, SNCA, SOD1, SREBF1, SREBF2, SSTR1, SSTR5	53.0	0.0	
INSIG1	other	AACS, ABCA1, ABCG1, ACACA, ACACB, ACLY, ACSL4, ACSS2, ALOX5AP, APOE, CCL17, CCL22, CCL5, CCR5, CCR6, CCR7, CD68, CLEC4D, CLEC4E, CLEC7A, CXCL10, CXCL13, CXCL2, CXCL3, CXCL6, CXCR4, CYP4F2, CYP51A1, DHCR24, DHCR7, DLK1, ELOVL1, ELOVL6, FABP4, FABP5, FADS1, FADS2, FASN, FDFT1, FDPS, G6PD, GPAM, HLA-DQA1, HMGCR, HMGCS1, HMGCS2, IDI1, IFNG, IL12B, IL6, IRF8, IRS2CLEC4D, IRS2, LCN2, LDLR, LIPA, LIPG, LPCAT3, LPIN1, LPL, LSS, MARCO, MLXIPL, MRC1, MVK, NFKBIZAACS, PLA2G4F, PLA2G7, PLD1, PLIN2, PMVK, PPARG, PRF1, PTGES, PTGS1, RAB27A, S100A8, S100A9, SCAP, SCARB1, SCD, SELPLG, SLC2A2, SQLE, SREBF1, SREBF2, STARD4, STAT4, STAT5A, STEAP2	90.0	-6.538	repressed
INSR	kinase	ACAA2, ACADL, ACADM, ACADS, ACADVL, ACO2, ACOT13, ACOT2, ACSL1, ACSL4, ACSL5, ACTA1, ACTN4, ALAD, ALDH2, ALDH6A1, ANKRD1, AQP1, AREG, ARFGAP2, ARHGDIA, ARHGEF2, ARL4A, ATF3, ATP2A3, ATP5A1, ATP5B, ATP5D, ATP5G1, ATP5G3, ATP5H, ATP5J, ATP5J2, ATP5L, ATP5O, ATP5S, BAG1, BCL2A1, BIRC5, C1QA, C2, CASP6, CBR1, CCL2, CCL4, CCND1, CCND2, CCNG2, CD36, CD83, CDC45, CDC5L, CDC6, CDK1, CDKN1A, CDKN2C, CEBPA, CEBPZ, CFL1, CKMT1A/CKMT1B, CKMT2, COL6A3, CORO1A, CORO2B, COX4I1, COX6A2, CPT1B, CPT2, CRAT, CRY1, CS, CSTB, CTGF, CTSB, CTSV, CXCR4, CYC1, CYCS, CYP1B1, CYP51A1, DAG1, DCTN4, DDR2, DECR1, DEK, DES, DHCR7, DIO3, DLK1, DLX1, DUSP1, ECHS1, ECI1, EDN1, EGR1, EGR2, EREG, ETFA, ETFB, ETFDH, EZH1, FABP4, FASN, FBLN1, FBP1, FDFT1, FDPS, FEM1A, FEN1, FH, FHL1, FLNC, FOS, FOXC2, FURIN, GADD45A, GANAB, GAPDH, GAS1, GATA6, GCH1, GCK, GMCL1, GNB1, GOT2, GPANK1, GRB10, GRB7, GRN, HADHA, HADHB, HBEGF, HELLS, HMGCR, HMGCS1, HOXC8, HSD17B10, HSD17B4, HSPD1, IDH1, IDH3A, IDI1, IER2, IER3, IFITM2, IFNAR2, IFNG, IGF1, IGF1R, IGF2, IGF2R, IGFBP1, IL11, IL25, IL6, INS, INSR, IQGAP1, IRS1, ISL1, ITGA5, ITGB5, JUNBCFL1, JUNB, KCNJ15, KIFAP3, KIT, KLF10, KLF9, LAT2, LCP1, LDB2, LEP, LEPR, LGALS1, LRP10, LSS, LTC4S, LYZ, MAOA, MAOB, MARCKSL1, MBD1, MCM2, MCM4, MCM5, MCM7, MDH2, MDM2, MED1, MKNK1, MMP11, MMP12, MMP2, MMP9, MNT, MPEG1, MRPS21, MSH6, MSMO1, MT-CO1, MVD, MVK, MXI1, MYBL2, MYC, MYH7, MYOM2, NAMPT, NDN, NDRG1, NDUFA1, NDUFA3, NDUFA4, NDUFA9, NDUFB4, NDUFB9, NDUFV2, NFE2L2, NFKB2, NGF, NKX2-2, NOS3, NPPA, NR1H3, NRF1, NSDHLFURIN, NSDHL, OGDH, OGN, OLR1, PAX6, PDCD4, PDE4B, PDGFB, PDHA1, PDHB, PDK4, PDX1, PECR, PFDN6, PHLDA1, PHLDA2, PIM1, PLA2G1B, PLAGL1, PMS1, PPARA, PPARG, PPARGC1A, PPARGC1B, PRIM1, PRKCQ, PRKD1, PRKRIR, PSPC1, PTPRN, RAB18, RAB7A, RAD51, RAD51AP1, RGS16, RHOB, RNF103, RNF13, RNF4, RPL5, RPL7A, RPS16LSS, RPS16, RRM1, RRM2, RTL1, RTN2, RUVBL2, RWDD4, SAT1, SATB1, SC5D, SCARB1, SCP2, SEPP1, SERPINE1, SEZ6L2, SFMBT2, SIRT1, SIRT2, SIX4, SKAP2, SLC20A1, SLC25A20, SLC29A1, SLC2A1, SLC2A4, SLC30A1, SMAD4, SMPX, SOCS2, SOCS3, SQLE, SREBF2, ST8SIA2, SUCLA2, SURF6, TFAM, TFAP2C, TGFB1, TGFB3, TGIF1, THBS2, THRA, TK2, TNF, TNFRSF1A, TNNI1, TOMM40ACAA2	316.0	5.240500000000001	induced
IRAK4	kinase	APP, ATF3, BIRC3, BTG2, CCL17, CCL20, CD80, CD86, CSRNP1, CXCL10, CXCL16, CXCL2, CXCL3, CXCL6, CXCL8, DAB2, EDN1, EGR1, ERRFI1, FOS, FOSB, GEM, IDE, IER2, IFIT1B, IFNB1, IFNG, IFNGR1, IFNL1, IFNL2, IFNL3, IFRD1, IL10, IL12A, IL12B, IL1B, IL4, IL6, IRF1, IRF3, IRF4, IRF5, IRF7, JUNCSRNP1, JUN, LIF, MAP3K8, MARCO, NFKBIA, NFKBIZ, NOS2, NR4A1GEM, NR4A1, OLR1, PDE4B, PHLDA1, PLSCR1, PPARG, RASA2, RGS16	60.0	2.6169999999999995	induced
IRF1	transcription regulator	ADAM8, AGTR2, B2M, BAK1, BAX, BCL2, BRIP1, C1R, CASP1, CASP2, CASP3, CASP7, CASP8, CCL19, CCL2, CCL5, CCNB1, CCND1, CD274, CD40, CDK2, CDK4, CDKN1A, CEACAM1, CFB, CFTR, CIITA, CTSS, CXCL10, CXCL11, CXCL16, CXCL8, CYBB, DST, E2F1, E2F3, EIF2AK2, EIF4A3, ERAP1, FASLG, FGL2, FPR2, GBP2, HLA-G, HRASLS, IDO1, IFI35, IFI44L, IFIH1, IFIT1, IFIT2, IFIT3, IFIT5, IFITM1, IFITM3, IFNA1/IFNA13, IFNA4, IFNB1, IFNG, IFNL1, IFNL3, IL10, IL12A, IL12B, IL12RB1, IL12RB2, IL13, IL15, IL17RA, IL18, IL18BP, IL1B, IL2, IL27, IL4, IL5, IL6, IL7, IRF1, IRF2, IRF4, IRF5, IRF7, IRF9, ISG15, JAK2CFB, JAK2, LIG4, LTB, MAP4K4, MMP9, MX1, MYB, MYC, NFE2, NOS2, NSMCE2, OAS1, OAS2GBP2, OAS2, ODC1, PCDH7, PCNA, PDCD1LG2, PF4, PIGR, PLA2G16, PML, POLH, PSMB10, PSMB8, PSMB9, PSME1, PSME2, PTGS2, RARRES3	116.0	6.291999999999999	induced
